591,1877,carblue,b''
592,1878,truckyellow,b''
593,1880,busyellow,b''
594,1882,truckyellow,b''
595,1888,busyellow,b''
596,1888,busgreen,b''
597,1891,truckyellow,b''
598,1893,busyellow,b''
599,1897,truckyellow,b''
600,1898,caryellow,b''
601,1915,motorcyclegreen,b' \n\n'
602,1916,carred,b' \n\n'
603,1917,motorcyclegreen,b' \n\n'
604,1917,cargreen,b' \n\n'
605,1920,motorcyclegreen,b' \n\n'
606,1922,carred,b' \n\n'
607,1926,motorcyclegreen,b' \n\n'
608,1933,cargreen,b' \n\n'
609,1946,carwhite,b' \n\n'
610,1955,truckorange,b' \n\n'
611,1957,motorcycleblue,b' \n\n'
612,1959,truckorange,b' \n\n'
613,1961,motorcyclegreen,b' \n\n'
614,1962,motorcyclegreen,b' \n\n'
615,1964,cargreen,b' \n\n'
616,1964,carwhite,b' \n\n'
617,1965,motorcyclegreen,b' \n\n'
618,1970,busgreen,b' \n\n'
619,1971,truckgreen,b' \n\n'
620,1971,cargreen,b' \n\n'
621,1973,truckgreen,b' \n\n'
622,1975,truckgreen,b' \n\n'
623,1976,cargreen,b' \n\n'
624,1978,motorcycleblue,b' \n\n'
625,1979,cargreen,b' \n\n'
626,1991,motorcycleblue,b' \n\n'
627,1991,motorcycleblue,b' \n\n'
628,1993,carwhite,b' \n\n'
629,1996,truckyellow,b' \n\n'
630,1998,truckyellow,b' \n\n'
631,2001,truckyellow,b' \n\n'
632,2004,carorange,b' \n\n'
633,2005,motorcycleblue,b' \n\n'
634,2007,carred,b' \n\n'
635,2012,cargreen,b' \n\n'
636,2019,carred,b' \n\n'
637,2025,truckgreen,b''
638,2027,busorange,b''
639,2028,cargreen,b''
640,2030,carwhite,b''
641,2031,truckgreen,b''
642,2036,cargreen,b''
643,2040,truckgreen,b''
644,2044,cargreen,b''
645,2046,cargreen,b''
646,2047,busorange,b''
647,2048,busorange,b''
648,2050,truckyellow,b''
649,2051,truckwhite,b''
650,2054,caryellow,"b'""\xc2\xa3\xe2\x80\x9c| \n\n'"
651,2057,truckwhite,"b'""\xc2\xa3\xe2\x80\x9cI""\xef\xac\x82%Fg""\n\n'"
652,2060,carwhite,b''
